MSD8_val_dice,MSD8_val_loss,epoch,lr-AdamW,step,train_base_loss,train_con_loss,train_loss,val_DiceMetric
0.23962371051311493,0.662232518196106,0,,0,,,,0.23962371051311493
,,,1e-05,9,,,,
,,,1e-05,9,,,,
,,0,,9,0.6237413287162781,0.03172609210014343,0.6554673910140991,
,,,9.999975572749199e-06,19,,,,
,,,9.999975572749199e-06,19,,,,
,,0,,19,0.43030187487602234,0.04539192467927933,0.47569379210472107,
,,,9.999902291237879e-06,29,,,,
,,,9.999902291237879e-06,29,,,,
,,0,,29,0.2817654609680176,0.06312937289476395,0.3448948264122009,
,,,9.999780156189303e-06,39,,,,
,,,9.999780156189303e-06,39,,,,
,,0,,39,0.4936360716819763,0.019784819334745407,0.5134208798408508,
,,,9.999609168808892e-06,49,,,,
,,,9.999609168808892e-06,49,,,,
,,0,,49,0.4153142273426056,0.06627372652292252,0.4815879464149475,
,,,9.999389330784222e-06,59,,,,
,,,9.999389330784222e-06,59,,,,
,,0,,59,0.3522588610649109,0.06317784637212753,0.415436714887619,
,,,9.999120644285007e-06,69,,,,
,,,9.999120644285007e-06,69,,,,
,,0,,69,0.2924671173095703,0.012882723473012447,0.30534982681274414,
,,,9.998803111963075e-06,79,,,,
,,,9.998803111963075e-06,79,,,,
,,0,,79,0.3105432391166687,0.0169412549585104,0.32748448848724365,
,,,9.998436736952338e-06,89,,,,
,,,9.998436736952338e-06,89,,,,
,,0,,89,0.2991586923599243,0.02108914405107498,0.3202478289604187,
,,,9.998021522868773e-06,99,,,,
,,,9.998021522868773e-06,99,,,,
,,0,,99,0.25737735629081726,0.034902844578027725,0.2922801971435547,
0.5605548620223999,0.3558509051799774,0,,99,,,,0.5605548620223999
,,,9.997557473810376e-06,109,,,,
,,,9.997557473810376e-06,109,,,,
,,0,,109,0.24213311076164246,0.050542786717414856,0.2926759123802185,
,,,9.99704459435712e-06,119,,,,
,,,9.99704459435712e-06,119,,,,
,,0,,119,0.21361041069030762,0.02585659921169281,0.23946700990200043,
,,,9.99648288957092e-06,129,,,,
,,,9.99648288957092e-06,129,,,,
,,0,,129,0.3958057165145874,0.0022739830892533064,0.39807969331741333,
,,,9.995872364995578e-06,139,,,,
,,,9.995872364995578e-06,139,,,,
,,0,,139,0.3283722400665283,0.0011645298218354583,0.3295367658138275,
,,,9.995213026656722e-06,149,,,,
,,,9.995213026656722e-06,149,,,,
,,0,,149,0.3143135607242584,0.03356211632490158,0.3478756844997406,
,,,9.994504881061757e-06,159,,,,
,,,9.994504881061757e-06,159,,,,
,,0,,159,0.18238402903079987,0.04360401630401611,0.22598804533481598,
,,,9.993747935199793e-06,169,,,,
,,,9.993747935199793e-06,169,,,,
,,0,,169,0.19365069270133972,0.0009527185466140509,0.19460341334342957,
,,,9.992942196541578e-06,179,,,,
,,,9.992942196541578e-06,179,,,,
,,0,,179,0.18136066198349,0.011518227867782116,0.19287888705730438,
,,,9.992087673039432e-06,189,,,,
,,,9.992087673039432e-06,189,,,,
,,0,,189,0.19165216386318207,0.009590402245521545,0.2012425661087036,
,,,9.991184373127154e-06,199,,,,
,,,9.991184373127154e-06,199,,,,
,,0,,199,0.21475522220134735,0.011004040949046612,0.22575926780700684,
0.6127549409866333,0.3106594681739807,0,,199,,,,0.6127549409866333
,,,9.99023230571995e-06,209,,,,
,,,9.99023230571995e-06,209,,,,
,,0,,209,0.26956334710121155,0.00338783860206604,0.2729511857032776,
,,,9.98923148021434e-06,219,,,,
,,,9.98923148021434e-06,219,,,,
,,0,,219,0.21751341223716736,0.011393136344850063,0.2289065420627594,
,,,9.988181906488069e-06,229,,,,
,,,9.988181906488069e-06,229,,,,
,,0,,229,0.21916398406028748,0.027395805343985558,0.24655978381633759,
,,,9.987083594900006e-06,239,,,,
,,,9.987083594900006e-06,239,,,,
,,0,,239,0.2048291116952896,0.007279939483851194,0.2121090441942215,
,,,9.98593655629004e-06,249,,,,
,,,9.98593655629004e-06,249,,,,
,,0,,249,0.3597412109375,0.055054791271686554,0.41479599475860596,
,,,9.984740801978986e-06,259,,,,
,,,9.984740801978986e-06,259,,,,
,,0,,259,0.22709284722805023,0.026796381920576096,0.2538892328739166,
,,,9.983496343768448e-06,269,,,,
,,,9.983496343768448e-06,269,,,,
,,0,,269,0.1613435596227646,0.01269328873604536,0.17403684556484222,
,,,9.982203193940733e-06,279,,,,
,,,9.982203193940733e-06,279,,,,
,,0,,279,0.1423901617527008,0.009598956443369389,0.15198911726474762,
,,,9.980861365258706e-06,289,,,,
,,,9.980861365258706e-06,289,,,,
,,0,,289,0.16605746746063232,0.012205175124108791,0.1782626360654831,
,,,9.979470870965671e-06,299,,,,
,,,9.979470870965671e-06,299,,,,
,,0,,299,0.18581044673919678,0.01595739647746086,0.20176784694194794,
0.6206717491149902,0.30886903405189514,0,,299,,,,0.6206717491149902
,,,9.978031724785247e-06,309,,,,
,,,9.978031724785247e-06,309,,,,
,,0,,309,0.2073344588279724,0.01812678761780262,0.22546124458312988,
,,,9.976543940921228e-06,319,,,,
,,,9.976543940921228e-06,319,,,,
,,0,,319,0.24630585312843323,0.036899782717227936,0.28320562839508057,
,,,9.975007534057437e-06,329,,,,
,,,9.975007534057437e-06,329,,,,
,,0,,329,0.16131487488746643,6.500678864540532e-05,0.1613798886537552,
,,,9.97342251935759e-06,339,,,,
,,,9.97342251935759e-06,339,,,,
,,0,,339,0.19431233406066895,0.010404275730252266,0.20471660792827606,
,,,9.971788912465145e-06,349,,,,
,,,9.971788912465145e-06,349,,,,
,,0,,349,0.1501423567533493,0.007504042237997055,0.15764640271663666,
,,,9.97010672950314e-06,359,,,,
,,,9.97010672950314e-06,359,,,,
,,0,,359,0.21023619174957275,0.0005104882293380797,0.2107466757297516,
,,,9.968375987074042e-06,369,,,,
,,,9.968375987074042e-06,369,,,,
,,0,,369,0.2577667832374573,0.014429242350161076,0.2721960246562958,
,,,9.96659670225958e-06,379,,,,
,,,9.96659670225958e-06,379,,,,
,,0,,379,0.19240158796310425,0.0014959181426092982,0.19389750063419342,
,,,9.964768892620578e-06,389,,,,
,,,9.964768892620578e-06,389,,,,
,,0,,389,0.21304920315742493,0.0063871052116155624,0.21943630278110504,
,,,9.962892576196779e-06,399,,,,
,,,9.962892576196779e-06,399,,,,
,,0,,399,0.182789146900177,0.007207158487290144,0.18999630212783813,
0.6311843991279602,0.2942218482494354,0,,399,,,,0.6311843991279602
,,,9.960967771506666e-06,409,,,,
,,,9.960967771506666e-06,409,,,,
,,0,,409,0.14313647150993347,0.015675032511353493,0.1588115096092224,
,,,9.958994497547288e-06,419,,,,
,,,9.958994497547288e-06,419,,,,
,,0,,419,0.1291148066520691,0.008685152977705002,0.1377999633550644,
,,,9.956972773794059e-06,429,,,,
,,,9.956972773794059e-06,429,,,,
,,0,,429,0.17496579885482788,0.035348884761333466,0.21031469106674194,
,,,9.954902620200577e-06,439,,,,
,,,9.954902620200577e-06,439,,,,
,,0,,439,0.1650334745645523,0.024526430293917656,0.1895599067211151,
,,,9.952784057198424e-06,449,,,,
,,,9.952784057198424e-06,449,,,,
,,0,,449,0.14279034733772278,0.015385334379971027,0.15817567706108093,
,,,9.950617105696961e-06,459,,,,
,,,9.950617105696961e-06,459,,,,
,,0,,459,0.1594722867012024,0.017779069021344185,0.17725135385990143,
,,,9.948401787083122e-06,469,,,,
,,,9.948401787083122e-06,469,,,,
,,0,,469,0.1293947696685791,0.018534382805228233,0.1479291468858719,
,,,9.946138123221212e-06,479,,,,
,,,9.946138123221212e-06,479,,,,
,,0,,479,0.15943416953086853,0.016741398721933365,0.1761755645275116,
,,,9.943826136452675e-06,489,,,,
,,,9.943826136452675e-06,489,,,,
,,0,,489,0.19625742733478546,0.010420655831694603,0.20667807757854462,
,,,9.94146584959589e-06,499,,,,
,,,9.94146584959589e-06,499,,,,
,,0,,499,0.16972485184669495,0.0029057033825665712,0.17263054847717285,
0.6344717144966125,0.2914729714393616,0,,499,,,,0.6344717144966125
,,,9.939057285945933e-06,509,,,,
,,,9.939057285945933e-06,509,,,,
,,0,,509,0.16911724209785461,0.01659686304628849,0.18571411073207855,
,,,9.936600469274356e-06,519,,,,
,,,9.936600469274356e-06,519,,,,
,,0,,519,0.1715174913406372,0.022031191736459732,0.19354867935180664,
,,,9.934095423828947e-06,529,,,,
,,,9.934095423828947e-06,529,,,,
,,0,,529,0.1736418604850769,0.009521660394966602,0.18316352367401123,
,,,9.931542174333497e-06,539,,,,
,,,9.931542174333497e-06,539,,,,
,,0,,539,0.14225409924983978,0.002739807590842247,0.14499390125274658,
,,,9.928940745987541e-06,549,,,,
,,,9.928940745987541e-06,549,,,,
,,0,,549,0.1503702700138092,0.007310344371944666,0.15768061578273773,
,,,9.926291164466131e-06,559,,,,
,,,9.926291164466131e-06,559,,,,
,,0,,559,0.25988635420799255,0.03161768987774849,0.29150405526161194,
,,,9.923593455919568e-06,569,,,,
,,,9.923593455919568e-06,569,,,,
,,0,,569,0.19660493731498718,0.013078338466584682,0.20968326926231384,
,,,9.920847646973144e-06,579,,,,
,,,9.920847646973144e-06,579,,,,
,,0,,579,0.15271610021591187,0.004856201354414225,0.15757229924201965,
,,,9.918053764726885e-06,589,,,,
,,,9.918053764726885e-06,589,,,,
,,0,,589,0.10945823788642883,0.005042607896029949,0.11450084298849106,
,,,9.91521183675528e-06,599,,,,
,,,9.91521183675528e-06,599,,,,
,,0,,599,0.1669234037399292,0.004669129848480225,0.17159253358840942,
0.6439338326454163,0.2865630090236664,0,,599,,,,0.6439338326454163
,,,9.912321891107013e-06,609,,,,
,,,9.912321891107013e-06,609,,,,
,,0,,609,0.22172634303569794,0.03853699192404747,0.2602633237838745,
,,,9.909383956304677e-06,619,,,,
,,,9.909383956304677e-06,619,,,,
,,0,,619,0.16986927390098572,0.011759769171476364,0.18162904679775238,
,,,9.906398061344506e-06,629,,,,
,,,9.906398061344506e-06,629,,,,
,,0,,629,0.18167272210121155,0.009775407612323761,0.1914481222629547,
,,,9.903364235696078e-06,639,,,,
,,,9.903364235696078e-06,639,,,,
,,0,,639,0.15475893020629883,0.028464362025260925,0.18322329223155975,
,,,9.900282509302024e-06,649,,,,
,,,9.900282509302024e-06,649,,,,
,,0,,649,0.1254846304655075,0.006640465464442968,0.1321250945329666,
,,,9.897152912577744e-06,659,,,,
,,,9.897152912577744e-06,659,,,,
,,0,,659,0.17087920010089874,0.017256030812859535,0.18813523650169373,
,,,9.89397547641109e-06,669,,,,
,,,9.89397547641109e-06,669,,,,
,,0,,669,0.15113072097301483,0.010726692155003548,0.16185741126537323,
,,,9.890750232162075e-06,679,,,,
,,,9.890750232162075e-06,679,,,,
,,0,,679,0.148405060172081,0.009514485485851765,0.15791954100131989,
,,,9.88747721166256e-06,689,,,,
,,,9.88747721166256e-06,689,,,,
,,0,,689,0.21403971314430237,0.006524266675114632,0.22056397795677185,
,,,9.884156447215934e-06,699,,,,
,,,9.884156447215934e-06,699,,,,
,,0,,699,0.18536850810050964,0.007511751260608435,0.19288025796413422,
0.643355667591095,0.28457263112068176,0,,699,,,,0.643355667591095
,,,9.880787971596802e-06,709,,,,
,,,9.880787971596802e-06,709,,,,
,,0,,709,0.2262444943189621,0.00041369665996171534,0.2266581952571869,
,,,9.877371818050658e-06,719,,,,
,,,9.877371818050658e-06,719,,,,
,,0,,719,0.14630621671676636,0.004359222017228603,0.15066543221473694,
,,,9.87390802029356e-06,729,,,,
,,,9.87390802029356e-06,729,,,,
,,0,,729,0.1148601621389389,0.0006930048693902791,0.11555317044258118,
,,,9.87039661251179e-06,739,,,,
,,,9.87039661251179e-06,739,,,,
,,0,,739,0.13305699825286865,0.0027853557839989662,0.13584235310554504,
,,,9.866837629361529e-06,749,,,,
,,,9.866837629361529e-06,749,,,,
,,0,,749,0.1238601952791214,0.0047999415546655655,0.1286601424217224,
,,,9.863231105968501e-06,759,,,,
,,,9.863231105968501e-06,759,,,,
,,0,,759,0.15387123823165894,0.020652184262871742,0.17452342808246613,
,,,9.859577077927638e-06,769,,,,
,,,9.859577077927638e-06,769,,,,
,,0,,769,0.11902223527431488,0.027630528435111046,0.14665275812149048,
,,,9.85587558130272e-06,779,,,,
,,,9.85587558130272e-06,779,,,,
,,0,,779,0.10974987596273422,0.0001556045317556709,0.10990548133850098,
,,,9.852126652626026e-06,789,,,,
,,,9.852126652626026e-06,789,,,,
,,0,,789,0.10482136905193329,0.004748180508613586,0.10956954956054688,
,,,9.848330328897966e-06,799,,,,
,,,9.848330328897966e-06,799,,,,
,,0,,799,0.1304391622543335,0.0102149099111557,0.1406540721654892,
0.6456419229507446,0.27961450815200806,0,,799,,,,0.6456419229507446
,,,9.844486647586726e-06,809,,,,
,,,9.844486647586726e-06,809,,,,
,,0,,809,0.11941741406917572,0.005737715400755405,0.12515513598918915,
,,,9.840595646627886e-06,819,,,,
,,,9.840595646627886e-06,819,,,,
,,0,,819,0.18889755010604858,0.004188037943094969,0.19308558106422424,
,,,9.836657364424056e-06,829,,,,
,,,9.836657364424056e-06,829,,,,
,,0,,829,0.13629895448684692,0.005178088787943125,0.1414770483970642,
,,,9.83267183984449e-06,839,,,,
,,,9.83267183984449e-06,839,,,,
,,0,,839,0.21116256713867188,0.0067481608130037785,0.21791072189807892,
,,,9.82863911222471e-06,849,,,,
,,,9.82863911222471e-06,849,,,,
,,0,,849,0.11275965720415115,0.006867044139653444,0.11962670087814331,
,,,9.824559221366103e-06,859,,,,
,,,9.824559221366103e-06,859,,,,
,,0,,859,0.1281224638223648,0.004568975418806076,0.13269144296646118,
,,,9.820432207535551e-06,869,,,,
,,,9.820432207535551e-06,869,,,,
,,0,,869,0.14056895673274994,0.030613506212830544,0.17118246853351593,
,,,9.816258111465012e-06,879,,,,
,,,9.816258111465012e-06,879,,,,
,,0,,879,0.14293111860752106,0.009156528860330582,0.15208764374256134,
,,,9.812036974351127e-06,889,,,,
,,,9.812036974351127e-06,889,,,,
,,0,,889,0.1633455455303192,0.0001395026920363307,0.16348505020141602,
,,,9.807768837854819e-06,899,,,,
,,,9.807768837854819e-06,899,,,,
,,0,,899,0.11660779267549515,0.005628692451864481,0.12223648279905319,
0.6457765698432922,0.281594455242157,0,,899,,,,0.6457765698432922
,,,9.80345374410087e-06,909,,,,
,,,9.80345374410087e-06,909,,,,
,,0,,909,0.16336794197559357,0.011567017063498497,0.17493495345115662,
,,,9.799091735677515e-06,919,,,,
,,,9.799091735677515e-06,919,,,,
,,0,,919,0.14749382436275482,0.025866428390145302,0.17336025834083557,
,,,9.794682855636012e-06,929,,,,
,,,9.794682855636012e-06,929,,,,
,,0,,929,0.10863998532295227,0.01394046749919653,0.12258045375347137,
,,,9.79022714749023e-06,939,,,,
,,,9.79022714749023e-06,939,,,,
,,0,,939,0.1053519919514656,0.009777002967894077,0.11512899398803711,
,,,9.785724655216211e-06,949,,,,
,,,9.785724655216211e-06,949,,,,
,,0,,949,0.13521362841129303,0.021427195519208908,0.15664082765579224,
,,,9.781175423251734e-06,959,,,,
,,,9.781175423251734e-06,959,,,,
,,0,,959,0.14552342891693115,0.008153747767210007,0.15367718040943146,
,,,9.776579496495883e-06,969,,,,
,,,9.776579496495883e-06,969,,,,
,,0,,969,0.14441034197807312,0.0012759160017594695,0.14568625390529633,
,,,9.771936920308597e-06,979,,,,
,,,9.771936920308597e-06,979,,,,
,,0,,979,0.13411453366279602,0.007486160844564438,0.14160069823265076,
,,,9.767247740510233e-06,989,,,,
,,,9.767247740510233e-06,989,,,,
,,0,,989,0.12636974453926086,0.002298851730301976,0.12866859138011932,
,,,9.7625120033811e-06,999,,,,
,,,9.7625120033811e-06,999,,,,
,,0,,999,0.17264077067375183,0.0235101580619812,0.19615092873573303,
0.6400426030158997,0.28316912055015564,0,,999,,,,0.6400426030158997
,,,9.75772975566101e-06,1009,,,,
,,,9.75772975566101e-06,1009,,,,
,,0,,1009,0.14170169830322266,0.0019966543186455965,0.14369834959506989,
,,,9.752901044548819e-06,1019,,,,
,,,9.752901044548819e-06,1019,,,,
,,0,,1019,0.1598920226097107,0.03902529552578926,0.19891731441020966,
,,,9.748025917701959e-06,1029,,,,
,,,9.748025917701959e-06,1029,,,,
,,0,,1029,0.09095901250839233,0.003283481579273939,0.09424249082803726,
,,,9.743104423235958e-06,1039,,,,
,,,9.743104423235958e-06,1039,,,,
,,0,,1039,0.12162186950445175,0.011586419306695461,0.1332082897424698,
,,,9.738136609723983e-06,1049,,,,
,,,9.738136609723983e-06,1049,,,,
,,0,,1049,0.17409370839595795,0.018138209357857704,0.1922319233417511,
,,,9.733122526196349e-06,1059,,,,
,,,9.733122526196349e-06,1059,,,,
,,0,,1059,0.16127154231071472,0.00036609708331525326,0.16163763403892517,
,,,9.728062222140034e-06,1069,,,,
,,,9.728062222140034e-06,1069,,,,
,,0,,1069,0.16710765659809113,0.0163288377225399,0.18343649804592133,
,,,9.722955747498197e-06,1079,,,,
,,,9.722955747498197e-06,1079,,,,
,,0,,1079,0.09490223973989487,0.008580599911510944,0.10348284244537354,
,,,9.71780315266968e-06,1089,,,,
,,,9.71780315266968e-06,1089,,,,
,,0,,1089,0.11376921832561493,0.003003592137247324,0.11677280813455582,
,,,9.712604488508512e-06,1099,,,,
,,,9.712604488508512e-06,1099,,,,
,,0,,1099,0.14220260083675385,0.004563204478472471,0.146765798330307,
